fIndex,fname,label,response,session,t_start,t_end,t_resp,subID,engy_euc,engy_kl,mfcc_euc,mfcc_kl,mfcc_d1_euc,mfcc_d1_kl,mfcc_d2_euc,mfcc_d2_kl,envp_euc,envp_kl,mel_euc,mel_kl,sflux_euc,sflux_kl,sroll_euc,sroll_kl,loudness_euc,loudness_kl,f0_euc,f0_kl,xvec_euc,xvec_kl,am_euc,am_kl,lang,changeIns
7,./playback/STIMULI/chinese/wavFilesTest/BAC009S0030W0393_BAC009S0030W0127_02_95_nspkrs_1.wav,1,1,TRAIN,0.0,7.3020000000000005,7.978,1,0.377036071868901,0.1093498334392834,1.7470723177498055,5.83878005590387,0.23034340591378485,2.8434133212219894,0.10478610078205038,2.014368990357833,0.08466876399413847,0.9584557638751168,3.019481235324132,174.84226083208145,0.049310014924752454,0.05502322699854667,0.3681420310631107,0.07622659499213214,0.5476948325788067,0.2174711565751165,0.35457681309300726,0.405860876017343,0.0,0,0.35457681309300726,0,0,2.95
1,./playback/STIMULI/chinese/wavFilesTest/BAC009S0005W0398_BAC009S0005W0281_03_12_nspkrs_1.wav,1,1,TRAIN,0.0,6.282,6.787000000000001,1,0.002799369118626105,0.050078822380550614,1.4370544696109748,6.157365319672474,0.13435581693969745,6.176297059899609,0.1086341097423163,4.000692535470967,0.09474043325971805,0.510623676178672,3.011637025829472,180.4614550006977,0.04510390134693218,0.028152938860621313,0.2841503949369375,0.04016079656384963,0.07144639535742958,0.10443624715489153,0.13197108707813032,0.9404432965277694,0.0,0,0.13197108707813032,0,0,3.12
6,./playback/STIMULI/chinese/wavFilesTest/BAC009S0024W0461_BAC009S0024W0342_03_09_nspkrs_1.wav,1,1,TRAIN,0.0,5.754,6.209,1,0.2701419314497081,0.04424008478405672,1.169174243891292,5.672413965589666,0.1821657677866222,4.834145124651006,0.09967337766746434,2.907328868707528,0.09720719424917516,0.5018991404680708,1.819748108029127,240.09357956148529,0.14429165399096405,0.3510041565554316,0.35974779749328584,0.3656695397585664,0.02973895253808767,0.0006161843730860816,0.044130607246787745,0.5087233615125857,0.0,0,0.044130607246787745,0,0,3.09
2,./playback/STIMULI/chinese/wavFilesTest/BAC009S0006W0204_BAC009S0019W0258_03_45_nspkrs_2.wav,2,2,TRAIN,0.0,7.001,7.452999999999999,1,0.4385047443287864,0.24673563751860295,2.3200030748789606,8.590312567228406,0.24915421989190167,5.725377218797994,0.20297184554754985,2.9232207029683175,0.05510479554156044,1.9769618951725683,3.2464926368448217,188.48848533606034,0.005925612009209574,4.046496513643305e-05,0.1297976430958116,0.008878388838697737,0.1336826667127735,0.07787709676720289,0.14745629487201284,0.08973912469647405,0.0,0,0.14745629487201284,0,0,3.45
8,./playback/STIMULI/chinese/wavFilesTest/BAC009S0032W0445_BAC009S0032W0219_03_81_nspkrs_1.wav,1,2,TRAIN,0.0,7.391,8.875,1,0.2795852246759192,0.10893460734659155,2.6037671200492976,9.881622239262471,0.2601380832415649,4.616047564034356,0.1294078505410636,3.4836474636576202,0.030114258671682367,2.444984234185789,2.8968228393776685,245.36390164732103,0.09360625334449094,0.13916011021020547,0.3337462612133244,0.17818832075822422,0.1673291692159592,0.04210185491809626,0.3746621415031829,0.5445262308203822,0.0,0,0.3746621415031829,0,0,3.81
3,./playback/STIMULI/chinese/wavFilesTest/BAC009S0010W0452_BAC009S0010W0203_02_94_nspkrs_1.wav,1,1,TRAIN,0.0,5.814,7.196000000000001,1,0.05642375778592948,0.004476395691382362,2.1597622607722484,5.6921271725426665,0.08257305388661906,2.527794413893767,0.11703645321116217,1.9777373504880293,0.06637294603466184,0.5978252452040111,1.9543648668648204,281.4388461765124,0.13921653462884867,0.0306327210079117,0.10874016085165657,0.029017049855645904,0.016262694489061424,0.03592019964256066,0.02983198818228394,0.08199989062719071,0.0,0,0.02983198818228394,0,0,2.94
60,./playback/STIMULI/chinese/wavFilesTest/BAC009S0167W0400_BAC009S0167W0388_02_72_nspkrs_1.wav,1,1,TEST,0.0,6.524,7.1,1,0.21365410908859006,0.15724379089429652,1.176667541751783,3.934601000764509,0.303866692161347,2.9576181783329685,0.18511749308468198,2.4724585380879485,0.08469428077905052,2.694355617613187,1.6908314140355791,70.90337144282276,0.025017968744597302,0.6127029460991193,0.09764546119991646,0.023753195727310272,0.11674259719208013,0.015282172252221615,0.34640230362309754,0.8470437242070048,34.42213043909545,0,0.34640230362309754,0,0,2.72
23,./playback/STIMULI/chinese/wavFilesTest/BAC009S0064W0353_BAC009S0064W0267_03_02_nspkrs_1.wav,1,1,TEST,0.0,7.561,8.017999999999999,1,0.22461468962472503,0.027174378580872238,1.0132137095645193,3.134087293149506,0.05688086595569924,2.371040757292656,0.07555679274372558,1.5493447766040163,0.1713999831287243,0.8090504656303241,1.5832614327998178,138.8363373372808,0.19531772981139042,0.07789960050656308,0.14965498739034105,0.08147698808742232,0.19195188500166488,0.04414055127575156,0.0007501735172066315,0.012891738537212927,31.215648188521165,0,0.0007501735172066315,0,0,3.02
53,./playback/STIMULI/chinese/wavFilesTest/BAC009S0131W0134_BAC009S0198W0373_03_08_nspkrs_2.wav,2,2,TEST,0.0,7.803,8.482999999999999,1,0.04293569206138759,0.0044941191277281245,1.9590127750966226,7.250384088482527,0.20661767634672962,4.669033575338905,0.09082510928681917,3.3309758167034698,0.017526091166115122,0.6818438643079832,3.2565283707267576,176.58467879818699,0.01740689371553167,0.10632450645355385,0.2177908281286448,0.0614753576428706,0.27558801991946813,0.11426891528705385,0.030232447482843927,0.13556112312371837,57.6586101634348,0,0.030232447482843927,0,0,3.08
15,./playback/STIMULI/chinese/wavFilesTest/BAC009S0046W0243_BAC009S0102W0212_03_56_nspkrs_2.wav,2,1,TEST,0.0,7.2170000000000005,7.644,1,0.12759751831462754,0.053760360687979736,2.1018336355809866,8.768793597176506,0.10608951725067385,3.091343839052368,0.05498851932369915,1.7576517321121046,0.10250885478752837,0.9219611301076042,2.6105028865706092,62.84085174503292,0.08661128560997161,0.5307749455744248,0.11749687459198482,0.024492150629540244,0.4384854535613283,0.2260957129907506,0.31789726909897986,0.5252025593388052,55.11657945195555,0,0.31789726909897986,0,0,3.56
45,./playback/STIMULI/chinese/wavFilesTest/BAC009S0112W0207_BAC009S0734W0409_02_53_nspkrs_2.wav,2,1,TEST,0.0,5.143,5.702999999999999,1,0.20537471603355995,0.1336710231974978,2.5398974385997977,9.592258782752287,0.4133618729125626,4.300407620391626,0.27521812795446576,2.9847965068350484,0.20842772751080363,4.6101491914413035,2.7413101172971293,244.69060137101133,0.2655367607417537,0.7186347888293567,0.004509616003541966,0.06135167884304149,0.10731393317932736,0.054970905129598124,0.012913562501475573,0.7249252136343074,46.40762207976565,0,0.012913562501475573,0,0,2.53
24,./playback/STIMULI/chinese/wavFilesTest/BAC009S0065W0350_BAC009S0065W0123_03_54_nspkrs_1.wav,1,1,TEST,0.0,6.75,7.242000000000001,1,0.33258194922727,0.0668999262787674,0.9724449406585494,3.8942197712952704,0.07654779314493299,4.568445238365726,0.06019332888896732,3.5632887374863262,0.40591537956455087,5.517216532068053,1.7199607671669097,250.115737845414,0.20762666579154906,0.20127807720820545,0.5796125581545797,1.0941325943568128,0.1833565692021534,0.03683187664194909,0.053813687677473965,0.011535001859865446,33.93028836134766,0,0.053813687677473965,0,0,3.54
11,./playback/STIMULI/chinese/wavFilesTest/BAC009S0038W0122_BAC009S0718W0357_03_53_nspkrs_2.wav,2,2,TEST,0.0,7.1370000000000005,11.779000000000002,1,0.5277969071741915,0.2040192823348872,1.5312370175199759,10.320847607118772,0.11860474826204756,6.927536682482979,0.0878975979836915,2.7571581071235958,0.07259611195058334,1.699363203147028,2.3197893259698885,253.66606424045335,0.10575899525229779,0.013660475857726118,0.07728960657029994,0.0055739009942170625,0.21182307630319414,0.02684595169002113,0.008626652401859891,0.030590327291508124,43.775548888715086,0,0.008626652401859891,0,0,3.53
78,./playback/STIMULI/chinese/wavFilesTest/BAC009S0242W0494_BAC009S0242W0152_04_77_nspkrs_1.wav,1,1,TEST,0.0,8.466000000000001,10.203,1,0.2510634888051781,0.12114343854757559,2.544329926243166,11.41866726383845,0.3505685099526042,2.6615632528835587,0.15179186195773794,1.7672256573788394,0.07750587380773852,115.74519363743886,2.6289419768706006,207.5403519218891,0.12994589140925367,0.03058691250943313,0.011576784127253034,0.003625735153535259,0.07529523953696626,0.1054182364628582,0.006174988147709559,0.02468856152883947,37.3172561882188,0,0.006174988147709559,0,0,4.77
83,./playback/STIMULI/chinese/wavFilesTest/BAC009S0342W0169_BAC009S0342W0129_03_49_nspkrs_1.wav,1,1,TEST,0.0,6.5920000000000005,11.054,1,0.19005685208522632,0.1264686932314404,1.1502330486597514,3.9488057933675886,0.14003518568233622,3.0682041600960677,0.07946360864809407,2.1588624553495355,0.03064491660741019,0.19476566394475484,2.3173799616630797,204.18477341489418,0.21260691334436396,0.12548589168363344,0.15982882528377299,0.0550096775951876,0.4125839848724785,0.14640255810173464,0.12999692594416812,0.3353785743547075,33.46936778911836,0,0.12999692594416812,0,0,3.49
44,./playback/STIMULI/chinese/wavFilesTest/BAC009S0110W0303_BAC009S0110W0230_03_54_nspkrs_1.wav,1,1,TEST,0.0,7.097,19.298,1,0.02505642042123557,0.005214431662583285,1.2880795425327667,4.341176150273791,0.1743824127354479,3.3464040978590157,0.10577001240658285,2.337110340911253,0.03721333882085775,10.284675616732438,1.7930530566818983,74.42864476327557,0.06520038969511817,0.0172237470214065,0.10615765433449201,0.006145411603304174,0.07200027445312718,0.038503218746350654,0.016482790421692872,0.48194680608403384,30.164972107999013,0,0.016482790421692872,0,0,3.54
95,./playback/STIMULI/chinese/wavFilesTest/BAC009S0722W0155_BAC009S0734W0159_04_82_nspkrs_2.wav,2,2,TEST,0.0,7.827999999999999,9.359,1,0.6853418036805785,0.24123573400815634,2.209316619065188,9.30174795675848,0.21646621055698495,5.233101163746478,0.07807899589766243,2.6411306690274414,0.014017832304407465,1.467820034355111,4.803231698091374,40.3536425132686,0.019106953119608333,0.0022868920839085316,0.6909922174977111,0.23368284784229776,0.8022269327795697,0.5292789600330443,0.4565400402504568,0.7257108496024702,45.07906280083319,0,0.4565400402504568,0,0,4.82
