1040-133433-0054_7475-232691-0026_04_16_nspkrs_2.wav 1040-133433-0054 19.0821 107.444 m 7475-232691-0026 19.1099 107.448 m
1052-139307-0016_8014-112602-0024_03_13_nspkrs_2.wav 1052-139307-0016 18.9711 210.673 f 8014-112602-0024 18.9911 210.552 f
1183-128659-0014_3615-14674-0057_03_03_nspkrs_2.wav 1183-128659-0014 23.9203 189.012 f 3615-14674-0057 23.9203 188.831 f
121-127105-0017_121-121726-0002_02_69_nspkrs_1.wav 121-127105-0017 25 155.559 f 121-121726-0002 9.79499 173.123 f
1246-135815-0016_2582-155972-0027_03_60_nspkrs_2.wav 1246-135815-0016 20.3911 231.719 f 2582-155972-0027 20.3647 231.864 f
1264-129805-0066_1264-129805-0033_02_63_nspkrs_1.wav 1264-129805-0066 22.6054 158.555 m 1264-129805-0033 12.6214 124.433 m
1284-1181-0021_1284-1180-0013_02_70_nspkrs_1.wav 1284-1181-0021 19.0299 145.861 f 1284-1180-0013 15.4472 256.754 f
1337-10674-0044_1337-10674-0016_04_96_nspkrs_1.wav 1337-10674-0044 13.3603 131.166 m 1337-10674-0016 25.5319 162.427 m
1462-170145-0017_1462-170142-0029_03_25_nspkrs_1.wav 1462-170145-0017 25 196.617 f 1462-170142-0029 13.6364 180.459 f
1462-170145-0019_2764-36616-0000_02_69_nspkrs_2.wav 1462-170145-0019 23.5955 201.619 f 2764-36616-0000 23.5988 201.579 f
1487-133273-0090_1487-133273-0074_03_15_nspkrs_1.wav 1487-133273-0090 22.0447 131.311 m 1487-133273-0074 11.4679 120.416 m
1498-140041-0041_1498-140040-0009_05_01_nspkrs_1.wav 1498-140041-0041 12.6253 228.26 f 1498-140040-0009 23.5437 200.077 f
1552-140651-0035_2368-157057-0033_03_98_nspkrs_2.wav 1552-140651-0035 20.9068 129.258 m 2368-157057-0033 20.9026 129.128 m
1580-141084-0027_1580-141083-0030_03_36_nspkrs_1.wav 1580-141084-0027 11.3772 240.28 f 1580-141083-0030 24.5665 215.051 f
1594-135914-0052_5776-46889-0111_03_56_nspkrs_2.wav 1594-135914-0052 16.9492 113.82 m 5776-46889-0111 16.954 113.721 m
1752-16632-0048_288-130994-0034_04_76_nspkrs_2.wav 1752-16632-0048 17.6842 209.106 f 288-130994-0034 17.6656 209.192 f
176-123269-0009_176-122025-0032_04_94_nspkrs_1.wav 176-123269-0009 11.3821 164.946 m 176-122025-0032 24.3446 105.305 m
176-123271-0022_4973-24514-0013_04_76_nspkrs_2.wav 176-123271-0022 19.6203 138.787 m 4973-24514-0013 19.6078 138.861 m
1811-129443-0075_3370-163384-0042_04_21_nspkrs_2.wav 1811-129443-0075 16.4286 112.642 m 3370-163384-0042 16.4286 112.581 m
1898-145724-0024_434-132644-0032_04_10_nspkrs_2.wav 1898-145724-0024 17.1569 197.446 f 434-132644-0032 17.1362 197.421 f
1903-132499-0080_6701-71402-0007_02_75_nspkrs_2.wav 1903-132499-0080 20.5128 116.845 m 6701-71402-0007 20.4938 116.879 m
2007-149877-0061_2007-132570-0049_03_77_nspkrs_1.wav 2007-149877-0061 15.9574 310.604 f 2007-132570-0049 21.1429 212.596 f
210-129396-0102_2843-152918-0078_04_05_nspkrs_2.wav 210-129396-0102 18.1141 94.2793 m 2843-152918-0078 18.125 94.1816 m
210-129396-0170_210-129396-0000_02_65_nspkrs_1.wav 210-129396-0170 23.1939 92.9826 m 210-129396-0000 7.21925 333.238 m
211-122442-0065_7717-105405-0059_04_86_nspkrs_2.wav 211-122442-0065 18.1818 216.052 f 7717-105405-0059 18.1818 216.136 f
2136-5143-0001_7729-102255-0000_02_90_nspkrs_2.wav 2136-5143-0001 20.4861 94.543 m 7729-102255-0000 20.4893 94.6224 m
224-129790-0037_224-129790-0000_02_80_nspkrs_1.wav 224-129790-0037 20.5036 322.509 f 224-129790-0000 11.9122 209.973 f
2319-138656-0042_6553-82558-0023_02_75_nspkrs_2.wav 2319-138656-0042 19.7802 117.345 m 6553-82558-0023 19.7802 117.401 m
237-134500-0034_237-134500-0016_03_08_nspkrs_1.wav 237-134500-0034 15.0327 167.608 f 237-134500-0016 20.3822 305.069 f
2388-153728-0008_6925-80680-0016_04_72_nspkrs_2.wav 2388-153728-0008 19.5329 100.827 m 6925-80680-0016 19.5467 100.912 m
2393-144496-0100_2393-144496-0061_04_77_nspkrs_1.wav 2393-144496-0100 12.4211 113.186 m 2393-144496-0061 22.4409 144.71 m
2428-83699-0033_5639-40744-0010_03_92_nspkrs_2.wav 2428-83699-0033 20 132.717 m 5639-40744-0010 20 132.83 m
249-121331-0101_249-121331-0070_04_61_nspkrs_1.wav 249-121331-0101 11.7647 121.252 m 249-121331-0070 26.9231 100.597 m
251-137823-0025_251-137823-0015_03_66_nspkrs_1.wav 251-137823-0025 12.9121 201.633 m 251-137823-0015 23.8462 150.746 m
2514-149482-0072_5105-28240-0007_04_95_nspkrs_2.wav 2514-149482-0072 19.0669 112.574 m 5105-28240-0007 19.0889 112.674 m
2618-138042-0064_2618-138042-0022_04_00_nspkrs_1.wav 2618-138042-0064 23.1156 210.851 m 2618-138042-0022 18.9112 97.9144 m
2741-159386-0015_5660-101884-0019_03_19_nspkrs_2.wav 2741-159386-0015 16.6667 262.601 f 5660-101884-0019 16.6667 262.76 f
2764-36619-0018_6233-36633-0005_03_83_nspkrs_2.wav 2764-36619-0018 21.2598 193.567 f 6233-36633-0005 21.2528 193.542 f
2823-160964-0029_5104-33406-0021_04_71_nspkrs_2.wav 2823-160964-0029 18.5501 108.855 m 5104-33406-0021 18.559 108.88 m
2830-3980-0004_6494-60801-0033_03_81_nspkrs_2.wav 2830-3980-0004 19.2612 128.771 m 6494-60801-0033 19.2593 128.694 m
2853-164187-0022_2853-164187-0009_04_30_nspkrs_1.wav 2853-164187-0022 19.8135 266.387 f 2853-164187-0009 20.2479 128.962 f
2893-139310-0017_2893-139310-0014_03_96_nspkrs_1.wav 2893-139310-0017 22.5888 122.15 m 2893-139310-0014 11.4286 137.046 m
2902-9008-0015_2902-9006-0004_02_72_nspkrs_1.wav 2902-9008-0015 17.7778 274.884 m 2902-9006-0004 17.9894 138.201 m
311-124404-0019_8011-291458-0028_04_46_nspkrs_2.wav 311-124404-0019 20.045 109.12 m 8011-291458-0028 20.0445 109.211 m
3185-163505-0080_3185-163505-0041_02_78_nspkrs_1.wav 3185-163505-0080 23.1884 123.414 m 3185-163505-0041 16.2791 216.109 m
3307-145138-0027_7258-91902-0031_04_20_nspkrs_2.wav 3307-145138-0027 17.9426 134.969 m 7258-91902-0031 17.9389 134.889 m
3307-145138-0066_3307-145138-0018_03_52_nspkrs_1.wav 3307-145138-0066 24.2857 117.486 m 3307-145138-0018 14.2857 147.745 m
335-125943-0025_5808-54425-0033_02_58_nspkrs_2.wav 335-125943-0025 17.5781 136.361 m 5808-54425-0033 17.562 136.178 m
3368-170950-0007_5656-44577-0005_03_60_nspkrs_2.wav 3368-170950-0007 19.2737 107.554 m 5656-44577-0005 19.2802 107.626 m
3370-756-0029_3370-163384-0015_04_26_nspkrs_1.wav 3370-756-0029 14.5882 101.646 m 3370-163384-0015 14.0957 233.401 m
353-128309-0092_353-128309-0024_04_18_nspkrs_1.wav 353-128309-0092 16.1058 139.913 m 353-128309-0024 29.2857 106.209 m
3536-8226-0031_5660-101854-0008_03_25_nspkrs_2.wav 3536-8226-0031 19.195 215.506 f 5660-101854-0008 19.1919 215.534 f
3615-14677-0003_6865-95959-0002_04_75_nspkrs_2.wav 3615-14677-0003 16.9133 173.504 f 6865-95959-0002 16.9231 173.412 f
